style,artist,picture,image
Post_Impressionism,maurice-prendergast,the-grove-1915.jpg,downloaded_images\the-grove-1915.jpg
Color_Field_Painting,pedro-calapez,lugar-19-ou-lugar-dos-pequenos-lugares-2003.jpg,downloaded_images\lugar-19-ou-lugar-dos-pequenos-lugares-2003.jpg
Pointillism,henri-edmond-cross,coastal-view-with-cypress-trees-1896.jpg,downloaded_images\coastal-view-with-cypress-trees-1896.jpg
Northern_Renaissance,jan-van-eyck,the-madonna-of-canon-van-der-paele-detail-1436.jpg,downloaded_images\the-madonna-of-canon-van-der-paele-detail-1436.jpg
Baroque,frans-hals,portrait-of-a-man-nicolaes-pietersz-duyst-van-voorhou.jpg,downloaded_images\portrait-of-a-man-nicolaes-pietersz-duyst-van-voorhou.jpg
New_Realism,edward-hopper,railroad-sunset.jpg,downloaded_images\railroad-sunset.jpg
Art_Nouveau_Modern,sergey-solomko,blessed-be-the-house-where-a-stork-nested-1917.jpg,downloaded_images\blessed-be-the-house-where-a-stork-nested-1917.jpg
Impressionism,camille-pissarro,near-sydenham-hill-looking-towards-lower-norwood-1871.jpg,downloaded_images\near-sydenham-hill-looking-towards-lower-norwood-1871.jpg
Naive_Art_Primitivism,marc-chagall,illustration-to-nikolai-gogol-s-dead-souls-2.jpg,downloaded_images\illustration-to-nikolai-gogol-s-dead-souls-2.jpg
Impressionism,berthe-morisot,julie-and-her-boat.jpg,downloaded_images\julie-and-her-boat.jpg
Cubism,marevna-(marie-vorobieff),peasant-farmer-with-his-goat-1953.jpg,downloaded_images\peasant-farmer-with-his-goat-1953.jpg
Early_Renaissance,andrea-del-castagno,crucifixion-and-saints.jpg,downloaded_images\crucifixion-and-saints.jpg
Post_Impressionism,vincent-van-gogh,boy-with-spade(1).jpg,downloaded_images\boy-with-spade(1).jpg
Realism,henri-fantin-latour,yellow-flowers-also-known-as-coucous-1873.jpg,downloaded_images\yellow-flowers-also-known-as-coucous-1873.jpg
Post_Impressionism,constantin-piliuta,nocturne-1973.jpg,downloaded_images\nocturne-1973.jpg
Realism,vasily-surikov,naples-1900.jpg,downloaded_images\naples-1900.jpg
Impressionism,william-merritt-chase,gathering-autumn-flowers.jpg,downloaded_images\gathering-autumn-flowers.jpg
Post_Impressionism,vincent-van-gogh,child-with-orange-1890(1).jpg,downloaded_images\child-with-orange-1890(1).jpg
Baroque,esaias-van-de-velde,ice-on-the-moat-entertainment-1618.jpg,downloaded_images\ice-on-the-moat-entertainment-1618.jpg
Realism,fyodor-vasilyev,surf-waves-1873.jpg,downloaded_images\surf-waves-1873.jpg
Cubism,pablo-picasso,las-meninas-velazquez-1957-4.jpg,downloaded_images\las-meninas-velazquez-1957-4.jpg
Cubism,leopold-survage,les-pr-sences-1956.jpg,downloaded_images\les-pr-sences-1956.jpg
Realism,nikolay-bogdanov-belsky,to-work.jpg,downloaded_images\to-work.jpg
Realism,camille-corot,gisors-river-bordered-by-trees.jpg,downloaded_images\gisors-river-bordered-by-trees.jpg
Ukiyo_e,katsushika-hokusai,hawk-on-a-ceremonial-stand.jpg,downloaded_images\hawk-on-a-ceremonial-stand.jpg
Realism,john-singer-sargent,lady-agnew-of-lochnaw.jpg,downloaded_images\lady-agnew-of-lochnaw.jpg
Impressionism,giovanni-boldini,portrait-of-donna-franca-florio-1924.jpg,downloaded_images\portrait-of-donna-franca-florio-1924.jpg
Minimalism,robert-ryman,blue-line.jpg,downloaded_images\blue-line.jpg
Art_Nouveau_Modern,aubrey-beardsley,the-yellow-book-1894.jpg,downloaded_images\the-yellow-book-1894.jpg
Rococo,maurice-quentin-de-la-tour,jean-charles-garnier-d-isle.jpg,downloaded_images\jean-charles-garnier-d-isle.jpg
Abstract_Expressionism,mark-tobey,lovers-of-light-1960.jpg,downloaded_images\lovers-of-light-1960.jpg
High_Renaissance,michelangelo,study-to-the-libyan-sibyl.jpg,downloaded_images\study-to-the-libyan-sibyl.jpg
Impressionism,constantin-artachino,pipkin-with-mallows-1.jpg,downloaded_images\pipkin-with-mallows-1.jpg
Impressionism,claude-monet,self-portrait-with-a-beret-1886.jpg,downloaded_images\self-portrait-with-a-beret-1886.jpg
Post_Impressionism,nikola-tanev,monastery-of-st-john-of-lake-ohrid.jpg,downloaded_images\monastery-of-st-john-of-lake-ohrid.jpg
Impressionism,julian-alden-weir,the-road-to-no-where-1889.jpg,downloaded_images\the-road-to-no-where-1889.jpg
Expressionism,lovis-corinth,walchensee-1920.jpg,downloaded_images\walchensee-1920.jpg
Romanticism,edward-burne-jones,william-scott-luce.jpg,downloaded_images\william-scott-luce.jpg
Romanticism,konstantin-makovsky,portrait-of-princess-e-sheremetiyeva.jpg,downloaded_images\portrait-of-princess-e-sheremetiyeva.jpg
Romanticism,ivan-aivazovsky,lunar-night-1870.jpg,downloaded_images\lunar-night-1870.jpg
Impressionism,henri-martin,sunset-at-sea.jpg,downloaded_images\sunset-at-sea.jpg
Romanticism,william-turner,archway-with-trees-by-the-sea.jpg,downloaded_images\archway-with-trees-by-the-sea.jpg
Expressionism,nicolae-tonitza,turk-women-in-balcic-1936.jpg,downloaded_images\turk-women-in-balcic-1936.jpg
Naive_Art_Primitivism,marc-chagall,manilov-and-chichikov-on-the-threshold.jpg,downloaded_images\manilov-and-chichikov-on-the-threshold.jpg
Northern_Renaissance,mabuse,the-carondelet-diptych-jean-carondelet-left-panel-virgin-and-child-right-panel-1517.jpg,downloaded_images\the-carondelet-diptych-jean-carondelet-left-panel-virgin-and-child-right-panel-1517.jpg
Post_Impressionism,moise-kisling,nude-seated-on-the-grass-1950(1).jpg,downloaded_images\nude-seated-on-the-grass-1950(1).jpg
Symbolism,nicholas-roerich,blue-temples-grand-canyon-arizona-1921.jpg,downloaded_images\blue-temples-grand-canyon-arizona-1921.jpg
Art_Nouveau_Modern,koloman-moser,young-woman-with-hat.jpg,downloaded_images\young-woman-with-hat.jpg
Realism,james-tissot,an-old-cistern-1889.jpg,downloaded_images\an-old-cistern-1889.jpg
Symbolism,odilon-redon,woman-with-a-yellow-bodice.jpg,downloaded_images\woman-with-a-yellow-bodice.jpg
Romanticism,john-atkinson-grimshaw,the-old-hall-under-moonlight.jpg,downloaded_images\the-old-hall-under-moonlight.jpg
Romanticism,caspar-david-friedrich,man-and-woman.jpg,downloaded_images\man-and-woman.jpg
Impressionism,pierre-auguste-renoir,seated-nude-combing-her-hair.jpg,downloaded_images\seated-nude-combing-her-hair.jpg
Art_Nouveau_Modern,nicholas-roerich,san-gimignano-1906.jpg,downloaded_images\san-gimignano-1906.jpg
Impressionism,rudolf-schweitzer-cumpana,mp-r-irea-gr-ului-batoza-lui-malaxa.jpg,downloaded_images\mp-r-irea-gr-ului-batoza-lui-malaxa.jpg
Romanticism,camille-corot,marino-large-buildings-on-the-rocks-1827.jpg,downloaded_images\marino-large-buildings-on-the-rocks-1827.jpg
Mannerism_Late_Renaissance,el-greco,the-holy-trinity-1577.jpg,downloaded_images\the-holy-trinity-1577.jpg
Romanticism,camille-corot,landscape-with-a-lake-1873.jpg,downloaded_images\landscape-with-a-lake-1873.jpg
Impressionism,paul-gauguin,riverside-breton-landscape-1879.jpg,downloaded_images\riverside-breton-landscape-1879.jpg
Symbolism,harry-clarke,the-year-s-at-the-spring-1920-18.jpg,downloaded_images\the-year-s-at-the-spring-1920-18.jpg
Northern_Renaissance,albrecht-durer,draft-for-a-book-sign-lion.jpg,downloaded_images\draft-for-a-book-sign-lion.jpg
Impressionism,gregoire-boonzaier,firs-with-red-trunks-kenilworth-1969.jpg,downloaded_images\firs-with-red-trunks-kenilworth-1969.jpg
Realism,john-singer-sargent,head-of-a-neapolitan-boy-1879.jpg,downloaded_images\head-of-a-neapolitan-boy-1879.jpg
Romanticism,gustave-dore,the-seventh-circle-the-lustful.jpg,downloaded_images\the-seventh-circle-the-lustful.jpg
Impressionism,edouard-manet,flowers-in-a-crystal-vase.jpg,downloaded_images\flowers-in-a-crystal-vase.jpg
Expressionism,dimitris-mytaras,untitled(5).jpg,downloaded_images\untitled(5).jpg
Realism,john-singer-sargent,madame-x-also-known-as-madame-pierre-gautreau-1884.jpg,downloaded_images\madame-x-also-known-as-madame-pierre-gautreau-1884.jpg
Art_Nouveau_Modern,alexandre-benois,first-barrel-organ-player-costume-design(1).jpg,downloaded_images\first-barrel-organ-player-costume-design(1).jpg
Romanticism,alexander-orlowski,polish-insurgents-in-the-forrest-at-night.jpg,downloaded_images\polish-insurgents-in-the-forrest-at-night.jpg
Impressionism,william-merritt-chase,terrace-at-the-mall-cantral-park.jpg,downloaded_images\terrace-at-the-mall-cantral-park.jpg
Impressionism,robert-julian-onderdonk,blue-bonnets-at-late-afternoon-1915.jpg,downloaded_images\blue-bonnets-at-late-afternoon-1915.jpg
Symbolism,nicholas-roerich,kardang-1932.jpg,downloaded_images\kardang-1932.jpg
Abstract_Expressionism,sam-francis,untitled-sfe-075-1990.jpg,downloaded_images\untitled-sfe-075-1990.jpg
Impressionism,camille-pissarro,afternoon-in-eragny-grey-weather-1900.jpg,downloaded_images\afternoon-in-eragny-grey-weather-1900.jpg
Realism,jean-francois-millet,the-comtesse-of-valmont.jpg,downloaded_images\the-comtesse-of-valmont.jpg
Rococo,carl-ludwig-johann-christineck,portrait-of-semen-ivanovich-mordvinov-as-chevalier-of-the-order-of-st-andrew-1771.jpg,downloaded_images\portrait-of-semen-ivanovich-mordvinov-as-chevalier-of-the-order-of-st-andrew-1771.jpg
Symbolism,nicholas-roerich,sword-of-courage-1912.jpg,downloaded_images\sword-of-courage-1912.jpg
Romanticism,vasily-tropinin,rogue-portrait-of-prince-obolensky.jpg,downloaded_images\rogue-portrait-of-prince-obolensky.jpg
Impressionism,berthe-morisot,woman-hanging-out-the-wash.jpg,downloaded_images\woman-hanging-out-the-wash.jpg
Northern_Renaissance,albrecht-durer,st-magdalena.jpg,downloaded_images\st-magdalena.jpg
Post_Impressionism,karl-schrag,tree-bending-to-water.jpg,downloaded_images\tree-bending-to-water.jpg
Cubism,olexandr-archipenko,king-solomon.jpg,downloaded_images\king-solomon.jpg
Post_Impressionism,moise-kisling,not-identified-22.jpg,downloaded_images\not-identified-22.jpg
Realism,alexey-venetsianov,reapers.jpg,downloaded_images\reapers.jpg
Realism,james-tissot,healing-of-the-lepers-at-capernaum-1894.jpg,downloaded_images\healing-of-the-lepers-at-capernaum-1894.jpg
Romanticism,gustave-dore,the-hypocrites(1).jpg,downloaded_images\the-hypocrites(1).jpg
Abstract_Expressionism,jane-frank,aerial-view-no-1-1968.jpg,downloaded_images\aerial-view-no-1-1968.jpg
High_Renaissance,correggio,the-mystic-marriage-of-st-catherine-1515.jpg,downloaded_images\the-mystic-marriage-of-st-catherine-1515.jpg
Post_Impressionism,vincent-van-gogh,head-of-a-man-4(1).jpg,downloaded_images\head-of-a-man-4(1).jpg
Early_Renaissance,filippo-lippi,st-jerome-in-the-desert-1456.jpg,downloaded_images\st-jerome-in-the-desert-1456.jpg
Expressionism,martiros-saryan,mount-abul-and-passing-camels-1912.jpg,downloaded_images\mount-abul-and-passing-camels-1912.jpg
Post_Impressionism,istvan-ilosvai-varga,blue-colours-1947.jpg,downloaded_images\blue-colours-1947.jpg
Abstract_Expressionism,hans-hofmann,yellow-predominance-1949.jpg,downloaded_images\yellow-predominance-1949.jpg
Early_Renaissance,filippo-lippi,annunciation-left-wing-1430.jpg,downloaded_images\annunciation-left-wing-1430.jpg
Symbolism,george-frederick-watts,bust-of-clytie(1).jpg,downloaded_images\bust-of-clytie(1).jpg
Realism,vasily-polenov,cordoba-1883.jpg,downloaded_images\cordoba-1883.jpg
Early_Renaissance,giovanni-bellini,pesaro-altarpiece-1474-2.jpg,downloaded_images\pesaro-altarpiece-1474-2.jpg
Impressionism,john-singer-sargent,eleanora-duse.jpg,downloaded_images\eleanora-duse.jpg
Baroque,jan-steen,quackdoctor-1651.jpg,downloaded_images\quackdoctor-1651.jpg
Impressionism,pierre-auguste-renoir,boating-at-argenteuil-1873.jpg,downloaded_images\boating-at-argenteuil-1873.jpg
Realism,giovanni-boldini,girl-with-black-cat-1885.jpg,downloaded_images\girl-with-black-cat-1885.jpg
Ukiyo_e,utagawa-kuniyoshi,moso-hunting-for-bamboo-shoots.jpg,downloaded_images\moso-hunting-for-bamboo-shoots.jpg
Baroque,rembrandt,old-man-1.jpg,downloaded_images\old-man-1.jpg
Cubism,paul-cezanne,jourdan-s-cottage-1906.jpg,downloaded_images\jourdan-s-cottage-1906.jpg
Post_Impressionism,maurice-de-vlaminck,snowstorm.jpg,downloaded_images\snowstorm.jpg
Ukiyo_e,utagawa-kuniyoshi,people-join-together-to-form-another-person.jpg,downloaded_images\people-join-together-to-form-another-person.jpg
Symbolism,konstantin-somov,in-the-nursery.jpg,downloaded_images\in-the-nursery.jpg
Art_Nouveau_Modern,nicholas-roerich,oze-s-death-1912-1.jpg,downloaded_images\oze-s-death-1912-1.jpg
Minimalism,paul-brach,the-negative-way-5-1964.jpg,downloaded_images\the-negative-way-5-1964.jpg
Naive_Art_Primitivism,pablo-picasso,francoise-gilot-with-paloma-and-claude-1951.jpg,downloaded_images\francoise-gilot-with-paloma-and-claude-1951.jpg
Expressionism,zinaida-serebriakova,tata-portrait-in-the-costume-of-harlequin-1921.jpg,downloaded_images\tata-portrait-in-the-costume-of-harlequin-1921.jpg
Realism,martiros-saryan,yerevan-flowers-1957.jpg,downloaded_images\yerevan-flowers-1957.jpg
Cubism,carlos-merida,estabilidad-en-dos-puntos-study.jpg,downloaded_images\estabilidad-en-dos-puntos-study.jpg
Impressionism,henry-herbert-la-thangue,a-proven-al-stream-1903.jpg,downloaded_images\a-proven-al-stream-1903.jpg
Realism,vladimir-makovsky,hunters-at-rest-1887.jpg,downloaded_images\hunters-at-rest-1887.jpg
New_Realism,john-french-sloan,renganeschi-s-saturday-night-1912.jpg,downloaded_images\renganeschi-s-saturday-night-1912.jpg
Symbolism,nicholas-roerich,white-and-celestial-1924.jpg,downloaded_images\white-and-celestial-1924.jpg
Realism,boris-kustodiev,blooming-wisteria-1912.jpg,downloaded_images\blooming-wisteria-1912.jpg
Impressionism,hoca-ali-riza,peyzaj-landscape.jpg,downloaded_images\peyzaj-landscape.jpg
Impressionism,isaac-levitan,autumn-forest-1886.jpg,downloaded_images\autumn-forest-1886.jpg
Expressionism,rafael-zabaleta,tiscar-pilgrimage.jpg,downloaded_images\tiscar-pilgrimage.jpg
Northern_Renaissance,hieronymus-bosch,the-hearing-forest-and-the-seeing-field.jpg,downloaded_images\the-hearing-forest-and-the-seeing-field.jpg
Realism,konstantin-makovsky,still-life-with-roses-and-knapweeds.jpg,downloaded_images\still-life-with-roses-and-knapweeds.jpg
Mannerism_Late_Renaissance,titian,portrait-of-cardinal-alessandro-farnese-1546.jpg,downloaded_images\portrait-of-cardinal-alessandro-farnese-1546.jpg
Baroque,gabriel-metsu,woman-reading-a-letter.jpg,downloaded_images\woman-reading-a-letter.jpg
Northern_Renaissance,hans-holbein-the-younger,the-triumph-of-riches.jpg,downloaded_images\the-triumph-of-riches.jpg
High_Renaissance,titian,portrait-of-aretino.jpg,downloaded_images\portrait-of-aretino.jpg
Symbolism,odilon-redon,portrait-of-the-marquis-de-gonet-1907.jpg,downloaded_images\portrait-of-the-marquis-de-gonet-1907.jpg
Post_Impressionism,henri-de-toulouse-lautrec,the-lady-of-the-star-harbour-1899.jpg,downloaded_images\the-lady-of-the-star-harbour-1899.jpg
Art_Nouveau_Modern,sergey-solomko,song-without-words.jpg,downloaded_images\song-without-words.jpg
Realism,edouard-manet,the-fifer-1866.jpg,downloaded_images\the-fifer-1866.jpg
Rococo,maurice-quentin-de-la-tour,study-for-portrait-of-unknown-woman-2.jpg,downloaded_images\study-for-portrait-of-unknown-woman-2.jpg
Romanticism,john-william-waterhouse,listen-to-my-sweet-pipings-1911.jpg,downloaded_images\listen-to-my-sweet-pipings-1911.jpg
Impressionism,pierre-auguste-renoir,bouquets-of-flowers.jpg,downloaded_images\bouquets-of-flowers.jpg
Rococo,bernardo-bellotto,the-marketplace-at-pirna.jpg,downloaded_images\the-marketplace-at-pirna.jpg
Romanticism,edward-burne-jones,saint-george-1877.jpg,downloaded_images\saint-george-1877.jpg
Early_Renaissance,sandro-botticelli,annunciation-cestello-detail-1490(1).jpg,downloaded_images\annunciation-cestello-detail-1490(1).jpg
Pop_Art,jim-dine,confetti-heart-1985.jpg,downloaded_images\confetti-heart-1985.jpg
Realism,edouard-manet,oysters-1862.jpg,downloaded_images\oysters-1862.jpg
Romanticism,vasily-polenov,droit-du-seigneur-1874.jpg,downloaded_images\droit-du-seigneur-1874.jpg
Impressionism,felix-vallotton,the-port-of-pully-study-1889.jpg,downloaded_images\the-port-of-pully-study-1889.jpg
Symbolism,zinaida-serebriakova,whitening-canvas-1917.jpg,downloaded_images\whitening-canvas-1917.jpg
Pop_Art,evelyne-axell,la-cible-1970.jpg,downloaded_images\la-cible-1970.jpg
Realism,james-mcneill-whistler,purple-and-rose-the-lang-leizen-of-the-six-marks.jpg,downloaded_images\purple-and-rose-the-lang-leizen-of-the-six-marks.jpg
Post_Impressionism,karl-schrag,joyous-note-autumn-dusk-1992.jpg,downloaded_images\joyous-note-autumn-dusk-1992.jpg
High_Renaissance,giorgione,boy-with-flute-1508(2).jpg,downloaded_images\boy-with-flute-1508(2).jpg
Ukiyo_e,utagawa-kuniyoshi,caga-no-chiyo-standing-beside-a-well.jpg,downloaded_images\caga-no-chiyo-standing-beside-a-well.jpg
Mannerism_Late_Renaissance,el-greco,poet-ercilla-y-zuniga-by-el-greco.jpg,downloaded_images\poet-ercilla-y-zuniga-by-el-greco.jpg
Impressionism,alfred-sisley,eglise-de-moret.jpg,downloaded_images\eglise-de-moret.jpg
Symbolism,salvador-dali,cherub-super-limen-domus-ezekiel-9-3-1967.jpg,downloaded_images\cherub-super-limen-domus-ezekiel-9-3-1967.jpg
Realism,ivan-kramskoy,inconsolable-grief-1884.jpg,downloaded_images\inconsolable-grief-1884.jpg
Impressionism,max-slevogt,the-singer-francisco-d-andrade-as-don-giovanni-in-mozart-s-opera-1912.jpg,downloaded_images\the-singer-francisco-d-andrade-as-don-giovanni-in-mozart-s-opera-1912.jpg
Impressionism,maurice-prendergast,handkerchief-point-coastal-scene.jpg,downloaded_images\handkerchief-point-coastal-scene.jpg
Romanticism,gustave-dore,rizpah-s-kindness-toward-the-dead.jpg,downloaded_images\rizpah-s-kindness-toward-the-dead.jpg
Expressionism,lynd-ward,not-detected-272483.jpg,downloaded_images\not-detected-272483.jpg
Abstract_Expressionism,brice-marden,distant-muses-2000.jpg,downloaded_images\distant-muses-2000.jpg
Impressionism,edgar-degas,dancer-seated-study-1872.jpg,downloaded_images\dancer-seated-study-1872.jpg
Ukiyo_e,keisai-eisen,butterfly-and-gourd.jpg,downloaded_images\butterfly-and-gourd.jpg
Expressionism,lucian-freud,reflection-with-two-children-self-portrait-1965.jpg,downloaded_images\reflection-with-two-children-self-portrait-1965.jpg
Post_Impressionism,paul-cezanne,bathers-1905.jpg,downloaded_images\bathers-1905.jpg
Realism,ilya-repin,portrait-of-p-schindler.jpg,downloaded_images\portrait-of-p-schindler.jpg
Impressionism,pierre-auguste-renoir,bust-of-a-young-girl-wearing-a-straw-hat-1917.jpg,downloaded_images\bust-of-a-young-girl-wearing-a-straw-hat-1917.jpg
Color_Field_Painting,leon-berkowitz,vertical-7-1968.jpg,downloaded_images\vertical-7-1968.jpg
Romanticism,ivan-aivazovsky,bathing-of-a-sheeps-1877.jpg,downloaded_images\bathing-of-a-sheeps-1877.jpg
Baroque,guido-reni,saint-mark.jpg,downloaded_images\saint-mark.jpg
Color_Field_Painting,ronnie-landfield,ocean-love-1981.jpg,downloaded_images\ocean-love-1981.jpg
Realism,vincent-van-gogh,woman-with-shawl-over-her-hair-head-1883.jpg,downloaded_images\woman-with-shawl-over-her-hair-head-1883.jpg
Romanticism,john-everett-millais,my-beautiful-lady.jpg,downloaded_images\my-beautiful-lady.jpg
